keyword,base_keyword,slug,url_path,category,subcategory,description,engine,generated,monthly_searches,ads_competition,competition_index,bid_low,bid_high,yoy,keyword_planner_keyword,avg_monthly_searches,three_month_change,yoy_change,competition,seo_priority
Milliliters to Liters Calculator,Milliliters to Liters,milliliters-to-liters-calculator,/milliliters-to-liters-calculator/,Conversion,volume,Convert milliliters to liters with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,milliliters to liters calculator,50.0,0%,0%,低,P3
Millimeters to Centimeters Calculator,Millimeters to Centimeters,millimeters-to-centimeters-calculator,/millimeters-to-centimeters-calculator/,Conversion,length,Convert millimeters to centimeters with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,millimeters to centimeters calculator,50.0,0%,0%,低,P3
Millimeters to Feet Calculator,Millimeters to Feet,millimeters-to-feet-calculator,/millimeters-to-feet-calculator/,Conversion,length,Convert millimeters to feet with a direct unit conversion factor.,linear_convert,True,,,1.0,,,,millimeters to feet calculator,50.0,0%,0%,低,P3
Millimeters to Inches Calculator,Millimeters to Inches,millimeters-to-inches-calculator,/millimeters-to-inches-calculator/,Conversion,length,Convert millimeters to inches with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,millimeters to inches calculator,50.0,0%,0%,低,P3
Millimeters to Meters Calculator,Millimeters to Meters,millimeters-to-meters-calculator,/millimeters-to-meters-calculator/,Conversion,length,Convert millimeters to meters with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,millimeters to meters calculator,50.0,0%,0%,低,P3
Mils to Inches Calculator,Mils to Inches,mils-to-inches-calculator,/mils-to-inches-calculator/,Conversion,length,Convert mils to inches with a direct unit conversion factor.,linear_convert,True,,,,,,,mils to inches calculator,50.0,0%,0%,,P3
Nanometers to Meters Calculator,Nanometers to Meters,nanometers-to-meters-calculator,/nanometers-to-meters-calculator/,Conversion,length,Convert nanometers to meters with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,nanometers to meters calculator,50.0,∞,∞,低,P3
Nanometers to Millimeters Calculator,Nanometers to Millimeters,nanometers-to-millimeters-calculator,/nanometers-to-millimeters-calculator/,Conversion,length,Convert nanometers to millimeters with a direct unit conversion factor.,linear_convert,True,,,,,,,nanometers to millimeters calculator,50.0,0%,0%,,P3
Nautical Miles to Kilometers Calculator,Nautical Miles to Kilometers,nautical-miles-to-kilometers-calculator,/nautical-miles-to-kilometers-calculator/,Conversion,length,Convert nautical miles to kilometers with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,nautical miles to kilometers calculator,50.0,0%,0%,低,P3
Nautical Miles to Miles Calculator,Nautical Miles to Miles,nautical-miles-to-miles-calculator,/nautical-miles-to-miles-calculator/,Conversion,length,Convert nautical miles to miles with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,nautical miles to miles calculator,50.0,∞,∞,低,P3
Ounces to Grams Calculator,Ounces to Grams,ounces-to-grams-calculator,/ounces-to-grams-calculator/,Conversion,weight,Convert ounces to grams with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,ounces to grams calculator,50.0,0%,0%,低,P3
Ounces to Pounds Calculator,Ounces to Pounds,ounces-to-pounds-calculator,/ounces-to-pounds-calculator/,Conversion,weight,Convert ounces to pounds with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,ounces to pounds calculator,50.0,∞,∞,低,P3
Pounds to Grams Calculator,Pounds to Grams,pounds-to-grams-calculator,/pounds-to-grams-calculator/,Conversion,weight,Convert pounds to grams with a direct unit conversion factor.,linear_convert,True,,,,,,,pounds to grams calculator,50.0,-100%,0%,,P3
Pounds to Kilograms Calculator,Pounds to Kilograms,pounds-to-kilograms-calculator,/pounds-to-kilograms-calculator/,Conversion,weight,Convert pounds to kilograms with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,pounds to kilograms calculator,50.0,0%,0%,低,P3
Pounds to Ounces Calculator,Pounds to Ounces,pounds-to-ounces-calculator,/pounds-to-ounces-calculator/,Conversion,weight,Convert pounds to ounces with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,pounds to ounces calculator,50.0,0%,0%,低,P3
Psi to Bar Calculator,Psi to Bar,psi-to-bar-calculator,/psi-to-bar-calculator/,Conversion,pressure,Convert psi to bar with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,psi to bar calculator,50.0,0%,0%,低,P3
Psi to Kilopascals Calculator,Psi to Kilopascals,psi-to-kilopascals-calculator,/psi-to-kilopascals-calculator/,Conversion,pressure,Convert psi to kilopascals with a direct unit conversion factor.,linear_convert,True,,,,,,,psi to kilopascals calculator,50.0,0%,-100%,,P3
Psi to Ksi Calculator,Psi to Ksi,psi-to-ksi-calculator,/psi-to-ksi-calculator/,Conversion,pressure,Convert psi to ksi with a direct unit conversion factor.,linear_convert,True,,,,,,,psi to ksi calculator,50.0,0%,0%,,P3
Quarts to Cups Calculator,Quarts to Cups,quarts-to-cups-calculator,/quarts-to-cups-calculator/,Conversion,volume,Convert quarts to cups with a direct unit conversion factor.,linear_convert,True,,,,,,,quarts to cups calculator,50.0,0%,0%,,P3
Quarts to Liters Calculator,Quarts to Liters,quarts-to-liters-calculator,/quarts-to-liters-calculator/,Conversion,volume,Convert quarts to liters with a direct unit conversion factor.,linear_convert,True,,,,,,,quarts to liters calculator,50.0,0%,-100%,,P3
Square Feet to Acres Calculator,Square Feet to Acres,sq-feet-to-acres-calculator,/sq-feet-to-acres-calculator/,Conversion,area,Convert square feet to acres with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,square feet to acres calculator,50.0,∞,∞,低,P3
Square Feet to Square Meters Calculator,Square Feet to Square Meters,sq-feet-to-sq-meters-calculator,/sq-feet-to-sq-meters-calculator/,Conversion,area,Convert square feet to square meters with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,square feet to square meters calculator,50.0,0%,0%,低,P3
Square Feet to Square Yards Calculator,Square Feet to Square Yards,sq-feet-to-sq-yards-calculator,/sq-feet-to-sq-yards-calculator/,Conversion,area,Convert square feet to square yards with a direct unit conversion factor.,linear_convert,True,,,,,,,square feet to square yards calculator,50.0,0%,0%,,P3
Square Inches to Square Feet Calculator,Square Inches to Square Feet,sq-inches-to-sq-feet-calculator,/sq-inches-to-sq-feet-calculator/,Conversion,area,Convert square inches to square feet with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,square inches to square feet calculator,50.0,∞,∞,低,P3
Square Inches to Square Meters Calculator,Square Inches to Square Meters,sq-inches-to-sq-meters-calculator,/sq-inches-to-sq-meters-calculator/,Conversion,area,Convert square inches to square meters with a direct unit conversion factor.,linear_convert,True,,,,,,,square inches to square meters calculator,50.0,-100%,0%,,P3
Square Kilometers to Square Miles Calculator,Square Kilometers to Square Miles,sq-kilometers-to-sq-miles-calculator,/sq-kilometers-to-sq-miles-calculator/,Conversion,area,Convert square kilometers to square miles with a direct unit conversion factor.,linear_convert,True,,,,,,,square kilometers to square miles calculator,50.0,0%,0%,,P3
Square Meters to Acres Calculator,Square Meters to Acres,sq-meters-to-acres-calculator,/sq-meters-to-acres-calculator/,Conversion,area,Convert square meters to acres with a direct unit conversion factor.,linear_convert,True,,,,,,,square meters to acres calculator,50.0,0%,0%,,P3
Square Meters to Square Feet Calculator,Square Meters to Square Feet,sq-meters-to-sq-feet-calculator,/sq-meters-to-sq-feet-calculator/,Conversion,area,Convert square meters to square feet with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,square meters to square feet calculator,50.0,0%,0%,低,P3
Square Meters to Square Kilometers Calculator,Square Meters to Square Kilometers,sq-meters-to-sq-kilometers-calculator,/sq-meters-to-sq-kilometers-calculator/,Conversion,area,Convert square meters to square kilometers with a direct unit conversion factor.,linear_convert,True,,,,,,,square meters to square kilometers calculator,50.0,-100%,-100%,,P3
Square Miles to Square Kilometers Calculator,Square Miles to Square Kilometers,sq-miles-to-sq-kilometers-calculator,/sq-miles-to-sq-kilometers-calculator/,Conversion,area,Convert square miles to square kilometers with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,square miles to square kilometers calculator,50.0,∞,0%,低,P3
Square Yards to Square Feet Calculator,Square Yards to Square Feet,sq-yards-to-sq-feet-calculator,/sq-yards-to-sq-feet-calculator/,Conversion,area,Convert square yards to square feet with a direct unit conversion factor.,linear_convert,True,,,,,,,square yards to square feet calculator,50.0,0%,0%,,P3
Stones to Kilograms Calculator,Stones to Kilograms,stones-to-kilograms-calculator,/stones-to-kilograms-calculator/,Conversion,weight,Convert stones to kilograms with a direct unit conversion factor.,linear_convert,True,,,,,,,stones to kilograms calculator,50.0,0%,0%,,P3
Stones to Pounds Calculator,Stones to Pounds,stones-to-pounds-calculator,/stones-to-pounds-calculator/,Conversion,weight,Convert stones to pounds with a direct unit conversion factor.,linear_convert,True,,,,,,,stones to pounds calculator,50.0,0%,0%,,P3
Teaspoons to Tablespoons Calculator,Teaspoons to Tablespoons,teaspoons-to-tablespoons-calculator,/teaspoons-to-tablespoons-calculator/,Conversion,volume,Convert teaspoons to tablespoons with a direct unit conversion factor.,linear_convert,True,,,,,,,teaspoons to tablespoons calculator,50.0,0%,0%,,P3
Troy Ounces to Grams Calculator,Troy Ounces to Grams,troy-ounces-to-grams-calculator,/troy-ounces-to-grams-calculator/,Conversion,weight,Convert troy ounces to grams with a direct unit conversion factor.,linear_convert,True,,,,,,,troy ounces to grams calculator,50.0,0%,0%,,P3
Watts to Kilowatts Calculator,Watts to Kilowatts,watts-to-kilowatts-calculator,/watts-to-kilowatts-calculator/,Conversion,power,Convert watts to kilowatts with a direct unit conversion factor.,linear_convert,True,,,,,,,watts to kilowatts calculator,50.0,-100%,-100%,,P3
Yards to Feet Calculator,Yards to Feet,yards-to-feet-calculator,/yards-to-feet-calculator/,Conversion,length,Convert yards to feet with a direct unit conversion factor.,linear_convert,True,,,,,,,yards to feet calculator,50.0,-100%,0%,,P3
Yards to Inches Calculator,Yards to Inches,yards-to-inches-calculator,/yards-to-inches-calculator/,Conversion,length,Convert yards to inches with a direct unit conversion factor.,linear_convert,True,,,,,,,yards to inches calculator,50.0,0%,0%,,P3
Yards to Meters Calculator,Yards to Meters,yards-to-meters-calculator,/yards-to-meters-calculator/,Conversion,length,Convert yards to meters with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,yards to meters calculator,50.0,0%,∞,低,P3
Gallons to Cups Calculator,Gallons to Cups,kitchen-volume-gallons-to-cups-calculator,/kitchen-volume-gallons-to-cups-calculator/,Cooking,kitchen volume,Convert gallons to cups with a direct unit conversion factor.,linear_convert,True,,,,,,,gallons to cups calculator,50.0,0%,0%,,P3
Gallons to Liters Calculator,Gallons to Liters,kitchen-volume-gallons-to-liters-calculator,/kitchen-volume-gallons-to-liters-calculator/,Cooking,kitchen volume,Convert gallons to liters with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,gallons to liters calculator,50.0,∞,∞,低,P3
Gallons to Quarts Calculator,Gallons to Quarts,kitchen-volume-gallons-to-quarts-calculator,/kitchen-volume-gallons-to-quarts-calculator/,Cooking,kitchen volume,Convert gallons to quarts with a direct unit conversion factor.,linear_convert,True,,,,,,,gallons to quarts calculator,50.0,0%,0%,,P3
Liters to Gallons Calculator,Liters to Gallons,kitchen-volume-liters-to-gallons-calculator,/kitchen-volume-liters-to-gallons-calculator/,Cooking,kitchen volume,Convert liters to gallons with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,liters to gallons calculator,50.0,0%,∞,低,P3
Liters to Milliliters Calculator,Liters to Milliliters,kitchen-volume-liters-to-milliliters-calculator,/kitchen-volume-liters-to-milliliters-calculator/,Cooking,kitchen volume,Convert liters to milliliters with a direct unit conversion factor.,linear_convert,True,,,,,,,liters to milliliters calculator,50.0,-100%,0%,,P3
Milliliters to Liters Calculator,Milliliters to Liters,kitchen-volume-milliliters-to-liters-calculator,/kitchen-volume-milliliters-to-liters-calculator/,Cooking,kitchen volume,Convert milliliters to liters with a direct unit conversion factor.,linear_convert,True,,,0.0,,,,milliliters to liters calculator,50.0,0%,0%,低,P3
Quarts to Cups Calculator,Quarts to Cups,kitchen-volume-quarts-to-cups-calculator,/kitchen-volume-quarts-to-cups-calculator/,Cooking,kitchen volume,Convert quarts to cups with a direct unit conversion factor.,linear_convert,True,,,,,,,quarts to cups calculator,50.0,0%,0%,,P3
Quarts to Liters Calculator,Quarts to Liters,kitchen-volume-quarts-to-liters-calculator,/kitchen-volume-quarts-to-liters-calculator/,Cooking,kitchen volume,Convert quarts to liters with a direct unit conversion factor.,linear_convert,True,,,,,,,quarts to liters calculator,50.0,0%,-100%,,P3
Teaspoons to Tablespoons Calculator,Teaspoons to Tablespoons,kitchen-volume-teaspoons-to-tablespoons-calculator,/kitchen-volume-teaspoons-to-tablespoons-calculator/,Cooking,kitchen volume,Convert teaspoons to tablespoons with a direct unit conversion factor.,linear_convert,True,,,,,,,teaspoons to tablespoons calculator,50.0,0%,0%,,P3
Amps to Watts Calculator,Amps to Watts,amps-to-watts-calculator,/amps-to-watts-calculator/,Electrical,Power Conversion,Convert amps and volts to watts for a simple DC or resistive single-phase calculation.,amps_watts,False,,,0.0,,,,amps to watts calculator,50.0,0%,0%,低,P3
Breaker Size Calculator,Breaker Size,breaker-size-calculator,/breaker-size-calculator/,Electrical,Wire & Breakers,Estimate a minimum breaker size for a continuous load using a 125% planning factor.,breaker,False,,,0.0,,,,breaker size calculator,50.0,∞,∞,低,P3
Electrical Load Calculator,Electrical Load,electrical-load-calculator,/electrical-load-calculator/,Electrical,Load & Voltage Drop,"Estimate current from total watts and voltage, with an optional continuous-load planning factor.",electrical_load,False,,,,,,,electrical load calculator,50.0,0%,0%,,P3
Voltage Drop Calculator,Voltage Drop,voltage-drop-calculator,/voltage-drop-calculator/,Electrical,Load & Voltage Drop,"Estimate DC or single-phase voltage drop using conductor resistance, current and one-way length.",voltage_drop,False,,,0.0,,,,voltage drop calculator,50.0,0%,0%,低,P3
Watts to Amps Calculator,Watts to Amps,watts-to-amps-calculator,/watts-to-amps-calculator/,Electrical,Power Conversion,Convert watts and volts to amps for a simple DC or resistive single-phase calculation.,watts_amps,False,,,0.0,,,,watts to amps calculator,50.0,0%,0%,低,P3
